20200122	3103	0	0	0
20200122	3119	2	0	0
20200122	3135	1	0	0
20200122	3136	1	0	0
20200122	3137	14	0	0
20200122	3138	6	0	0
20200122	3139	1	0	0
20200122	3140	0	0	0
20200122	3141	26	0	0
20200122	3142	2	0	0
20200122	3143	1	0	0
20200122	3144	4	0	0
20200122	3145	1	0	0
20200122	3146	0	0	0
20200122	3147	5	0	0
20200122	3148	444	17	28
20200122	3149	4	0	0
20200122	3150	0	0	0
20200122	3151	1	0	0
20200122	3152	2	0	0
20200122	3153	0	0	0
20200122	3154	2	0	0
20200122	3155	1	0	0
20200122	3156	0	0	0
20200122	3157	0	0	0
20200122	3158	2	0	0
20200122	3159	9	0	0
20200122	3160	1	0	0
20200122	3161	5	0	0
20200122	3162	4	0	0
20200122	3163	0	0	0
20200122	3164	0	0	0
20200122	3165	1	0	0
20200122	3166	10	0	0
20200122	3225	1	0	0
20200122	3234	1	0	0
20200122	3237	2	0	0
20200122	3434	1	0	0
20200123	2973	0	0	0
20200123	2994	0	0	0
20200123	3053	0	0	0
20200123	3103	2	0	0
20200123	3119	1	0	0
20200123	3135	2	0	0
20200123	3136	9	0	0
20200123	3137	22	0	0
20200123	3138	9	0	0
20200123	3139	5	0	0
20200123	3140	2	0	0
20200123	3141	32	0	2
20200123	3142	5	0	0
20200123	3143	3	0	0
20200123	3144	5	0	0
20200123	3145	1	1	0
20200123	3146	2	0	0
20200123	3147	5	0	0
20200123	3148	444	17	28
20200123	3149	9	0	0
20200123	3150	0	0	0
20200123	3151	5	0	0
20200123	3152	7	0	0
20200123	3153	1	0	0
20200123	3154	3	0	0
20200123	3155	1	0	0
20200123	3156	0	0	0
20200123	3157	3	0	0
20200123	3158	6	0	0
20200123	3159	16	0	0
20200123	3160	1	0	0
20200123	3161	8	0	0
20200123	3162	4	0	0
20200123	3163	0	0	0
20200123	3164	2	0	0
20200123	3165	2	0	0
20200123	3166	27	0	0
20200123	3167	0	0	0
20200123	3173	0	0	0
20200123	3197	0	0	0
20200123	3220	1	0	0
20200123	3225	1	0	0
20200123	3234	1	0	0
20200123	3237	3	0	0
20200123	3434	1	0	0
20200123	3449	2	0	0
20200124	3077	2	0	0
20200124	3103	2	0	0
20200124	3119	2	0	0
20200124	3135	2	0	0
20200124	3136	15	0	0
20200124	3137	36	0	1
20200124	3138	27	0	0
20200124	3139	10	0	0
20200124	3140	2	0	0
20200124	3141	53	0	2
20200124	3142	23	0	0
20200124	3143	3	0	0
20200124	3144	8	0	0
20200124	3145	2	1	0
20200124	3146	4	1	0
20200124	3147	9	0	0
20200124	3148	549	24	31
20200124	3149	24	0	0
20200124	3150	1	0	0
20200124	3151	9	0	0
20200124	3152	18	0	0
20200124	3153	3	0	0
20200124	3154	4	0	0
20200124	3155	2	0	0
20200124	3156	0	0	0
