20200122	3591	0	0	0
20200122	3607	2	0	0
20200122	3623	1	0	0
20200122	3624	1	0	0
20200122	3625	14	0	0
20200122	3626	6	0	0
20200122	3627	1	0	0
20200122	3628	0	0	0
20200122	3629	26	0	0
20200122	3630	2	0	0
20200122	3631	1	0	0
20200122	3632	4	0	0
20200122	3633	1	0	0
20200122	3634	0	0	0
20200122	3635	5	0	0
20200122	3636	444	17	28
20200122	3637	4	0	0
20200122	3638	0	0	0
20200122	3639	1	0	0
20200122	3640	2	0	0
20200122	3641	0	0	0
20200122	3642	2	0	0
20200122	3643	1	0	0
20200122	3644	0	0	0
20200122	3645	0	0	0
20200122	3646	2	0	0
20200122	3647	9	0	0
20200122	3648	1	0	0
20200122	3649	5	0	0
20200122	3650	4	0	0
20200122	3651	0	0	0
20200122	3652	0	0	0
20200122	3653	1	0	0
20200122	3654	10	0	0
20200122	3714	1	0	0
20200122	3723	1	0	0
20200122	3726	2	0	0
20200122	3924	1	0	0
20200123	3459	0	0	0
20200123	3481	0	0	0
20200123	3540	0	0	0
20200123	3591	2	0	0
20200123	3607	1	0	0
20200123	3623	2	0	0
20200123	3624	9	0	0
20200123	3625	22	0	0
20200123	3626	9	0	0
20200123	3627	5	0	0
20200123	3628	2	0	0
20200123	3629	32	0	2
20200123	3630	5	0	0
20200123	3631	3	0	0
20200123	3632	5	0	0
20200123	3633	1	1	0
20200123	3634	2	0	0
20200123	3635	5	0	0
20200123	3636	444	17	28
20200123	3637	9	0	0
20200123	3638	0	0	0
20200123	3639	5	0	0
20200123	3640	7	0	0
20200123	3641	1	0	0
20200123	3642	3	0	0
20200123	3643	1	0	0
20200123	3644	0	0	0
20200123	3645	3	0	0
20200123	3646	6	0	0
20200123	3647	16	0	0
20200123	3648	1	0	0
20200123	3649	8	0	0
20200123	3650	4	0	0
20200123	3651	0	0	0
20200123	3652	2	0	0
20200123	3653	2	0	0
20200123	3654	27	0	0
20200123	3655	0	0	0
20200123	3661	0	0	0
20200123	3686	0	0	0
20200123	3709	1	0	0
20200123	3714	1	0	0
20200123	3723	1	0	0
20200123	3726	3	0	0
20200123	3924	1	0	0
20200123	3939	2	0	0
20200124	3564	2	0	0
20200124	3591	2	0	0
20200124	3607	2	0	0
20200124	3623	2	0	0
20200124	3624	15	0	0
20200124	3625	36	0	1
20200124	3626	27	0	0
20200124	3627	10	0	0
20200124	3628	2	0	0
20200124	3629	53	0	2
20200124	3630	23	0	0
20200124	3631	3	0	0
20200124	3632	8	0	0
20200124	3633	2	1	0
20200124	3634	4	1	0
20200124	3635	9	0	0
20200124	3636	549	24	31
20200124	3637	24	0	0
20200124	3638	1	0	0
20200124	3639	9	0	0
20200124	3640	18	0	0
20200124	3641	3	0	0
20200124	3642	4	0	0
20200124	3643	2	0	0
20200124	3644	0	0	0
20200124	3645	5	0	0
20200124	3646	15	0	0
20200124	3647	20	0	1
20200124	3648	1	0	0
20200124	3649	15	0	0
20200124	3650	8	0	0
20200124	3652	2	0	0
20200124	3653	5	0	0
20200124	3654	43	0	1
20200124	3709	3	0	0
20200124	3714	2	0	0
20200124	3723	3	0	0
20200124	3726	5	0	0
20200124	3761	1	0	0
20200124	3924	1	0	0
20200124	3939	2	0	0
20200125	3459	4	0	0
20200125	3564	3	0	0
20200125	3591	5	0	0
20200125	3607	2	0	0
20200125	3623	2	0	0
20200125	3624	39	0	0
20200125	3625	41	0	2
20200125	3626	57	0	0
20200125	3627	18	0	0
20200125	3628	4	0	0
20200125	3629	78	0	2
20200125	3630	23	0	0
20200125	3631	4	0	0
20200125	3632	19	0	0
20200125	3633	8	1	0
20200125	3634	9	1	0
20200125	3635	32	0	0
20200125	3636	761	40	32
20200125	3637	43	0	0
20200125	3638	7	0	0
20200125	3639	18	0	1
20200125	3640	18	0	0
20200125	3641	4	0	0
20200125	3642	17	0	0
20200125	3643	3	0	0
20200125	3644	1	0	0
20200125	3645	15	0	0
20200125	3646	27	0	0
20200125	3647	33	0	1
20200125	3648	6	0	0
20200125	3649	28	0	0
20200125	3650	10	0	0
20200125	3652	3	0	0
20200125	3653	11	0	0
20200125	3654	62	0	1
20200125	3655	3	0	0
20200125	3668	1	0	0
20200125	3709	3	0	0
20200125	3714	2	0	0
20200125	3723	3	0	0
20200125	3726	7	0	0
20200125	3806	1	0	0
20200125	3924	1	0	0
20200125	3939	2	0	0
20200126	3459	4	0	0
20200126	3498	1	0	0
20200126	3564	3	0	0
20200126	3591	8	0	0
20200126	3607	4	0	1
20200126	3623	5	0	0
20200126	3624	60	0	0
20200126	3625	68	0	2
20200126	3626	75	0	0
20200126	3627	35	0	0
20200126	3628	7	0	0
20200126	3629	111	0	2
20200126	3630	36	0	0
20200126	3631	5	0	0
20200126	3632	22	0	0
20200126	3633	13	1	0
20200126	3634	15	1	0
20200126	3635	83	1	0
20200126	3636	1058	52	42
20200126	3637	69	0	0
20200126	3638	7	0	0
20200126	3639	33	0	1
20200126	3640	36	0	0
20200126	3641	4	0	0
20200126	3642	21	0	0
20200126	3643	4	0	0
20200126	3644	1	0	0
20200126	3645	22	0	0
20200126	3646	46	0	0
20200126	3647	40	1	1
